id_venta,fecha,vendedor_id,vendedor_nombres,vendedor_apellidos,vendedor_documento,id_detalle,id_producto,producto,talla,cantidad_unitaria,precio_unitario,total_producto,total_productos_vendidos,total_pagar
112,2026-03-17,12,Sofia,Vargas Sanchez,73207542,3,6246,Sudadera,XL,4,116843.35,467373.4,12,1532936.36
115,2026-02-01,24,Alejandra,Vargas Quadros,47589292,1,6502,Zapatos,41,6,131646.05,789876.3,17,1688926.5
115,2026-02-01,24,Alejandra,Vargas Quadros,47589292,2,5741,Camiseta,XS,1,41919.1,41919.1,17,1688926.5
115,2026-02-01,24,Alejandra,Vargas Quadros,47589292,3,5824,Sudadera,S,5,133237.65,666188.25,17,1688926.5
115,2026-02-01,24,Alejandra,Vargas Quadros,47589292,4,7207,Gorra,Unica,5,38188.57,190942.85,17,1688926.5
116,2026-03-05,4,Andres,Martinez Diaz,16792839,1,7570,Sudadera,S,2,135521.45,271042.9,6,380743.94
116,2026-03-05,4,Andres,Martinez Diaz,16792839,2,2333,Gorra,Unica,4,27425.26,109701.04,6,380743.94
117,2026-01-25,24,Alejandra,Vargas Quadros,47589292,1,5188,Pantalon,32,6,90667.31,544003.86,8,862766.06
117,2026-01-25,24,Alejandra,Vargas Quadros,47589292,2,9239,Zapatos,40,2,159381.1,318762.2,8,862766.06
120,2025-10-17,12,Sofia,Vargas Sanchez,73207542,1,9337,Camiseta,M,6,43387.91,260327.46,15,871242.63
120,2025-10-17,12,Sofia,Vargas Sanchez,73207542,2,2225,Vestido,L,3,105705.46,317116.38,15,871242.63
120,2025-10-17,12,Sofia,Vargas Sanchez,73207542,3,6104,Gorra,Unica,5,28591.67,142958.35,15,871242.63
120,2025-10-17,12,Sofia,Vargas Sanchez,73207542,4,1636,Chaqueta,S,1,150840.44,150840.44,15,871242.63
124,2025-10-30,11,Sofia,Hernandez Romero,49338282,1,7436,Gorra,Unica,3,35270.27,105810.81,9,459863.37
124,2025-10-30,11,Sofia,Hernandez Romero,49338282,2,7878,Camiseta,XL,4,57025.5,228102.0,9,459863.37
124,2025-10-30,11,Sofia,Hernandez Romero,49338282,3,1664,Vestido,S,1,87420.2,87420.2,9,459863.37
124,2025-10-30,11,Sofia,Hernandez Romero,49338282,4,3706,Camiseta,XS,1,38530.36,38530.36,9,459863.37
126,2025-10-20,24,Alejandra,Vargas Quadros,47589292,1,6344,Camiseta,M,1,48276.22,48276.22,19,1614969.91
126,2025-10-20,24,Alejandra,Vargas Quadros,47589292,2,7400,Camiseta,XXL,6,44091.71,264550.26,19,1614969.91
126,2025-10-20,24,Alejandra,Vargas Quadros,47589292,3,8139,Vestido,L,6,107851.59,647109.54,19,1614969.91
126,2025-10-20,24,Alejandra,Vargas Quadros,47589292,4,6416,Camiseta,XS,1,51216.34,51216.34,19,1614969.91
126,2025-10-20,24,Alejandra,Vargas Quadros,47589292,5,2381,Zapatos,38,5,120763.51,603817.55,19,1614969.91
127,2025-10-05,23,Camila,Navarro Ruiz,13182175,1,3220,Chaqueta,XXL,6,144058.57,864351.42,10,1406948.06
127,2025-10-05,23,Camila,Navarro Ruiz,13182175,2,3512,Sudadera,M,4,135649.16,542596.64,10,1406948.06
128,2026-02-13,4,Andres,Martinez Diaz,16792839,1,7555,Pantalon,38,5,83252.36,416261.8,10,1068604.75
128,2026-02-13,4,Andres,Martinez Diaz,16792839,2,8235,Vestido,S,2,124527.6,249055.2,10,1068604.75
128,2026-02-13,4,Andres,Martinez Diaz,16792839,3,9096,Zapatos,41,1,141156.47,141156.47,10,1068604.75
128,2026-02-13,4,Andres,Martinez Diaz,16792839,4,6423,Chaqueta,XXL,2,131065.64,262131.28,10,1068604.75
130,2026-01-31,18,Camila,Castillo Sanchez,72597961,1,5075,Zapatos,36,5,173529.7,867648.5,5,867648.5
132,2026-03-11,20,Valentina,Sanchez Castro,61615516,1,9795,Sudadera,L,6,107238.62,643431.72,12,1677819.24
132,2026-03-11,20,Valentina,Sanchez Castro,61615516,2,5438,Zapatos,38,6,172397.92,1034387.52,12,1677819.24
133,2025-09-28,22,Natalia,Diaz Castro,57468206,1,4979,Zapatos,39,3,159788.21,479364.63,8,1226426.98
133,2025-09-28,22,Natalia,Diaz Castro,57468206,2,2686,Chaqueta,S,5,149412.47,747062.35,8,1226426.98
134,2026-01-31,18,Camila,Castillo Sanchez,72597961,1,1431,Pantalon,32,3,78854.66,236563.98,20,1922759.63
134,2026-01-31,18,Camila,Castillo Sanchez,72597961,2,2672,Pantalon,32,2,108844.41,217688.82,20,1922759.63
134,2026-01-31,18,Camila,Castillo Sanchez,72597961,3,3172,Pantalon,36,5,74762.77,373813.85,20,1922759.63
134,2026-01-31,18,Camila,Castillo Sanchez,72597961,4,4759,Zapatos,40,6,114878.71,689272.26,20,1922759.63
134,2026-01-31,18,Camila,Castillo Sanchez,72597961,5,3740,Sudadera,S,4,101355.18,405420.72,20,1922759.63
135,2026-01-12,17,Diego,Diaz Castillo,14215995,1,1275,Pantalon,30,5,90586.56,452932.8,15,1460540.25
135,2026-01-12,17,Diego,Diaz Castillo,14215995,2,2238,Pantalon,40,5,74821.27,374106.35,15,1460540.25
135,2026-01-12,17,Diego,Diaz Castillo,14215995,3,2489,Vestido,M,5,126700.22,633501.1,15,1460540.25
136,2025-11-12,17,Diego,Diaz Castillo,14215995,1,3909,Pantalon,40,4,91246.38,364985.52,4,364985.52
138,2025-10-21,21,Pedro,Mendoza Sanchez,82192051,1,1940,Sudadera,M,1,116902.68,116902.68,1,116902.68
139,2025-11-10,4,Andres,Martinez Diaz,16792839,1,4392,Gorra,Unica,3,26070.9,78212.7,11,643919.36
139,2025-11-10,4,Andres,Martinez Diaz,16792839,2,1288,Vestido,XL,3,107982.45,323947.35,11,643919.36
139,2025-11-10,4,Andres,Martinez Diaz,16792839,3,6965,Camiseta,M,3,49387.49,148162.47,11,643919.36
139,2025-11-10,4,Andres,Martinez Diaz,16792839,4,1788,Camiseta,S,2,46798.42,93596.84,11,643919.36
141,2025-10-23,23,Camila,Navarro Ruiz,13182175,1,3772,Pantalon,32,6,84342.99,506057.94,15,1518072.11
141,2025-10-23,23,Camila,Navarro Ruiz,13182175,2,9004,Vestido,L,1,91500.16,91500.16,15,1518072.11
141,2025-10-23,23,Camila,Navarro Ruiz,13182175,3,5004,Sudadera,M,4,138269.15,553076.6,15,1518072.11
141,2025-10-23,23,Camila,Navarro Ruiz,13182175,4,8435,Camiseta,XL,1,38536.94,38536.94,15,1518072.11
141,2025-10-23,23,Camila,Navarro Ruiz,13182175,5,9291,Pantalon,36,3,109633.49,328900.47,15,1518072.11
143,2026-02-28,1,Daniela,Ruiz Garcia,43519853,1,2497,Zapatos,37,3,149674.11,449022.33,14,1616153.81
143,2026-02-28,1,Daniela,Ruiz Garcia,43519853,2,5383,Vestido,XL,3,117417.1,352251.3,14,1616153.81
143,2026-02-28,1,Daniela,Ruiz Garcia,43519853,3,1203,Pantalon,34,3,107424.36,322273.08,14,1616153.81
143,2026-02-28,1,Daniela,Ruiz Garcia,43519853,4,6172,Sudadera,XXL,5,98521.42,492607.1,14,1616153.81
144,2025-09-21,12,Sofia,Vargas Sanchez,73207542,1,6610,Zapatos,38,3,118645.42,355936.26,3,355936.26
145,2025-10-09,17,Diego,Diaz Castillo,14215995,1,7172,Vestido,XL,5,93622.77,468113.85,16,1786246.81
145,2025-10-09,17,Diego,Diaz Castillo,14215995,2,7101,Pantalon,40,2,99483.62,198967.24,16,1786246.81
145,2025-10-09,17,Diego,Diaz Castillo,14215995,3,5369,Camiseta,XS,1,51595.01,51595.01,16,1786246.81
145,2025-10-09,17,Diego,Diaz Castillo,14215995,4,6538,Sudadera,S,5,138584.39,692921.95,16,1786246.81
145,2025-10-09,17,Diego,Diaz Castillo,14215995,5,4705,Sudadera,XXL,3,124882.92,374648.76,16,1786246.81
146,2025-11-02,8,Felipe,Sanchez Diaz,97205801,1,3036,Sudadera,XL,4,101971.22,407884.88,10,1329409.04
146,2025-11-02,8,Felipe,Sanchez Diaz,97205801,2,3413,Zapatos,41,6,153587.36,921524.16,10,1329409.04
147,2025-12-21,21,Pedro,Mendoza Sanchez,82192051,1,4309,Chaqueta,L,3,142770.0,428310.0,13,1739181.74
147,2025-12-21,21,Pedro,Mendoza Sanchez,82192051,2,6204,Zapatos,38,5,134064.19,670320.95,13,1739181.74
147,2025-12-21,21,Pedro,Mendoza Sanchez,82192051,3,3077,Sudadera,L,1,132695.43,132695.43,13,1739181.74
147,2025-12-21,21,Pedro,Mendoza Sanchez,82192051,4,5916,Vestido,M,4,126963.84,507855.36,13,1739181.74
148,2026-01-05,1,Daniela,Ruiz Garcia,43519853,1,5273,Zapatos,36,5,148765.83,743829.15,5,743829.15
149,2026-02-24,14,Daniela,Torres Quadros,28884941,1,3253,Gorra,Unica,5,29033.54,145167.7,16,1676468.16
149,2026-02-24,14,Daniela,Torres Quadros,28884941,2,3522,Zapatos,40,1,141700.12,141700.12,16,1676468.16
149,2026-02-24,14,Daniela,Torres Quadros,28884941,3,5912,Chaqueta,S,4,147902.14,591608.56,16,1676468.16
149,2026-02-24,14,Daniela,Torres Quadros,28884941,4,4550,Zapatos,36,6,132998.63,797991.78,16,1676468.16
150,2025-12-16,2,Natalia,MORALES HERNANDEZ,46240312,1,5997,Sudadera,XXL,2,105926.51,211853.02,2,211853.02
151,2026-01-22,12,Sofia,Vargas Sanchez,73207542,1,8272,Sudadera,S,5,113754.98,568774.9,15,1033871.06
151,2026-01-22,12,Sofia,Vargas Sanchez,73207542,2,8552,Vestido,L,1,108891.09,108891.09,15,1033871.06
151,2026-01-22,12,Sofia,Vargas Sanchez,73207542,3,2745,Gorra,Unica,5,34468.39,172341.95,15,1033871.06
151,2026-01-22,12,Sofia,Vargas Sanchez,73207542,4,9731,Camiseta,L,4,45965.78,183863.12,15,1033871.06
152,2026-03-08,12,Sofia,Vargas Sanchez,73207542,1,5276,Vestido,XL,4,90966.38,363865.52,4,363865.52
153,2025-12-12,8,Felipe,Sanchez Diaz,97205801,1,8638,Vestido,XL,5,124556.51,622782.55,18,1932022.81
153,2025-12-12,8,Felipe,Sanchez Diaz,97205801,2,6413,Vestido,S,3,109585.04,328755.12,18,1932022.81
153,2025-12-12,8,Felipe,Sanchez Diaz,97205801,3,1085,Pantalon,30,4,78054.82,312219.28,18,1932022.81
153,2025-12-12,8,Felipe,Sanchez Diaz,97205801,4,3112,Sudadera,L,4,106144.4,424577.6,18,1932022.81
153,2025-12-12,8,Felipe,Sanchez Diaz,97205801,5,9003,Chaqueta,XXL,2,121844.13,243688.26,18,1932022.81
154,2026-02-10,11,Sofia,Hernandez Romero,49338282,1,3349,Gorra,Unica,2,27041.47,54082.94,2,54082.94
155,2025-12-29,23,Camila,Navarro Ruiz,13182175,1,5437,Vestido,M,3,119210.86,357632.58,3,357632.58
156,2025-12-06,12,Sofia,Vargas Sanchez,73207542,1,8462,Chaqueta,M,2,127022.37,254044.74,10,1011050.18
156,2025-12-06,12,Sofia,Vargas Sanchez,73207542,2,1964,Zapatos,41,4,140405.02,561620.08,10,1011050.18
156,2025-12-06,12,Sofia,Vargas Sanchez,73207542,3,3757,Gorra,Unica,2,33396.95,66793.9,10,1011050.18
156,2025-12-06,12,Sofia,Vargas Sanchez,73207542,4,1203,Gorra,Unica,1,27906.74,27906.74,10,1011050.18
156,2025-12-06,12,Sofia,Vargas Sanchez,73207542,5,2457,Sudadera,L,1,100684.72,100684.72,10,1011050.18
157,2026-01-14,7,Edward,Vargas Ramirez,17271089,1,5672,Gorra,Unica,2,29435.52,58871.04,12,490701.05
157,2026-01-14,7,Edward,Vargas Ramirez,17271089,2,7775,Camiseta,S,2,40277.77,80555.54,12,490701.05
157,2026-01-14,7,Edward,Vargas Ramirez,17271089,3,9476,Camiseta,XS,5,46001.66,230008.3,12,490701.05
157,2026-01-14,7,Edward,Vargas Ramirez,17271089,4,2107,Gorra,Unica,2,37372.98,74745.96,12,490701.05
157,2026-01-14,7,Edward,Vargas Ramirez,17271089,5,2334,Camiseta,XS,1,46520.21,46520.21,12,490701.05
160,2026-02-10,2,Natalia,MORALES HERNANDEZ,46240312,1,2388,Vestido,L,1,125569.79,125569.79,1,125569.79
161,2025-12-26,12,Sofia,Vargas Sanchez,73207542,1,8987,Vestido,XL,6,127282.61,763695.66,21,2491610.33
161,2025-12-26,12,Sofia,Vargas Sanchez,73207542,2,7226,Chaqueta,M,4,111440.98,445763.92,21,2491610.33
161,2025-12-26,12,Sofia,Vargas Sanchez,73207542,3,4085,Sudadera,M,5,109085.39,545426.95,21,2491610.33
161,2025-12-26,12,Sofia,Vargas Sanchez,73207542,4,2949,Chaqueta,XXL,6,122787.3,736723.8,21,2491610.33
162,2025-10-08,25,Laura,Castro Castro,88137437,1,8908,Vestido,XL,3,112314.15,336942.45,3,336942.45
163,2026-01-31,14,Daniela,Torres Quadros,28884941,1,5199,Chaqueta,L,3,120292.01,360876.03,7,538401.75
163,2026-01-31,14,Daniela,Torres Quadros,28884941,2,6382,Camiseta,XXL,4,44381.43,177525.72,7,538401.75
164,2026-01-05,22,Natalia,Diaz Castro,57468206,1,3221,Sudadera,S,6,103337.51,620025.06,9,975035.85
164,2026-01-05,22,Natalia,Diaz Castro,57468206,2,9460,Sudadera,XXL,3,118336.93,355010.79,9,975035.85
166,2025-12-27,15,Andres,Castillo Rojas,91197873,1,7434,Chaqueta,L,2,105466.31,210932.62,7,652569.37
166,2025-12-27,15,Andres,Castillo Rojas,91197873,2,6505,Gorra,Unica,2,34512.06,69024.12,7,652569.37
166,2025-12-27,15,Andres,Castillo Rojas,91197873,3,6913,Zapatos,41,3,124204.21,372612.63,7,652569.37
167,2025-11-08,24,Alejandra,Vargas Quadros,47589292,1,1862,Gorra,Unica,6,36887.28,221323.68,6,221323.68
168,2026-01-21,25,Laura,Castro Castro,88137437,1,9757,Sudadera,M,4,102740.68,410962.72,14,1377810.54
168,2026-01-21,25,Laura,Castro Castro,88137437,2,8293,Camiseta,L,4,42937.43,171749.72,14,1377810.54
168,2026-01-21,25,Laura,Castro Castro,88137437,3,1212,Zapatos,41,6,132516.35,795098.1,14,1377810.54
169,2026-02-12,15,Andres,Castillo Rojas,91197873,1,9050,Vestido,M,1,104663.34,104663.34,10,998822.61
169,2026-02-12,15,Andres,Castillo Rojas,91197873,2,1778,Vestido,XL,5,93305.67,466528.35,10,998822.61
169,2026-02-12,15,Andres,Castillo Rojas,91197873,3,8133,Chaqueta,XL,4,106907.73,427630.92,10,998822.61
170,2025-12-17,14,Daniela,Torres Quadros,28884941,1,7556,Vestido,L,4,86581.46,346325.84,12,1183962.49
170,2025-12-17,14,Daniela,Torres Quadros,28884941,2,2545,Sudadera,XL,1,107282.47,107282.47,12,1183962.49
170,2025-12-17,14,Daniela,Torres Quadros,28884941,3,5889,Pantalon,30,6,95782.7,574696.2,12,1183962.49
170,2025-12-17,14,Daniela,Torres Quadros,28884941,4,5407,Chaqueta,XL,1,155657.98,155657.98,12,1183962.49
171,2025-10-10,7,Edward,Vargas Ramirez,17271089,1,9932,Vestido,XL,5,85827.2,429136.0,8,513586.42
171,2025-10-10,7,Edward,Vargas Ramirez,17271089,2,4150,Gorra,Unica,3,28150.14,84450.42,8,513586.42
172,2026-02-06,5,Pedro,Mendoza Navarro,95722555,1,1385,Vestido,M,6,118434.29,710605.74,15,1705270.11
172,2026-02-06,5,Pedro,Mendoza Navarro,95722555,2,3082,Chaqueta,XL,3,141173.79,423521.37,15,1705270.11
172,2026-02-06,5,Pedro,Mendoza Navarro,95722555,3,6397,Pantalon,36,6,95190.5,571143.0,15,1705270.11
173,2025-12-14,24,Alejandra,Vargas Quadros,47589292,1,9304,Pantalon,36,1,99216.14,99216.14,10,860286.19
173,2025-12-14,24,Alejandra,Vargas Quadros,47589292,2,1997,Vestido,M,4,124438.91,497755.64,10,860286.19
173,2025-12-14,24,Alejandra,Vargas Quadros,47589292,3,4856,Camiseta,XS,4,58416.29,233665.16,10,860286.19
173,2025-12-14,24,Alejandra,Vargas Quadros,47589292,4,3495,Gorra,Unica,1,29649.25,29649.25,10,860286.19
174,2026-03-10,20,Valentina,Sanchez Castro,61615516,1,1138,Pantalon,32,5,89568.09,447840.45,17,1690107.49
174,2026-03-10,20,Valentina,Sanchez Castro,61615516,2,2202,Zapatos,41,5,165508.79,827543.95,17,1690107.49
174,2026-03-10,20,Valentina,Sanchez Castro,61615516,3,5926,Sudadera,L,1,118824.03,118824.03,17,1690107.49
174,2026-03-10,20,Valentina,Sanchez Castro,61615516,4,8441,Camiseta,M,6,49316.51,295899.06,17,1690107.49
177,2025-12-29,17,Diego,Diaz Castillo,14215995,1,9292,Vestido,XL,2,112043.02,224086.04,2,224086.04
178,2025-10-18,1,Daniela,Ruiz Garcia,43519853,1,1888,Gorra,Unica,3,35822.97,107468.91,8,706239.56
178,2025-10-18,1,Daniela,Ruiz Garcia,43519853,2,1184,Sudadera,XL,5,119754.13,598770.65,8,706239.56
179,2025-12-09,5,Pedro,Mendoza Navarro,95722555,1,7626,Chaqueta,S,6,110711.11,664266.66,6,664266.66
180,2026-03-01,17,Diego,Diaz Castillo,14215995,1,6631,Gorra,Unica,6,29104.12,174624.72,12,829652.46
180,2026-03-01,17,Diego,Diaz Castillo,14215995,2,7525,Pantalon,40,6,109171.29,655027.74,12,829652.46
182,2025-11-28,12,Sofia,Vargas Sanchez,73207542,1,6422,Camiseta,S,6,39101.52,234609.12,20,1344968.5
182,2025-11-28,12,Sofia,Vargas Sanchez,73207542,2,3087,Pantalon,28,4,79149.78,316599.12,20,1344968.5
182,2025-11-28,12,Sofia,Vargas Sanchez,73207542,3,9465,Vestido,M,6,97355.93,584135.58,20,1344968.5
182,2025-11-28,12,Sofia,Vargas Sanchez,73207542,4,5484,Camiseta,L,4,52406.17,209624.68,20,1344968.5
183,2025-12-12,11,Sofia,Hernandez Romero,49338282,1,9938,Vestido,L,4,117205.51,468822.04,6,569158.52
183,2025-12-12,11,Sofia,Hernandez Romero,49338282,2,6424,Camiseta,XXL,2,50168.24,100336.48,6,569158.52
184,2025-12-12,24,Alejandra,Vargas Quadros,47589292,1,1671,Vestido,L,2,91728.57,183457.14,14,1372947.5
184,2025-12-12,24,Alejandra,Vargas Quadros,47589292,2,6108,Gorra,Unica,3,31415.89,94247.67,14,1372947.5
184,2025-12-12,24,Alejandra,Vargas Quadros,47589292,3,9610,Sudadera,S,3,138275.61,414826.83,14,1372947.5
184,2025-12-12,24,Alejandra,Vargas Quadros,47589292,4,3072,Zapatos,42,2,157611.41,315222.82,14,1372947.5
184,2025-12-12,24,Alejandra,Vargas Quadros,47589292,5,5011,Pantalon,36,4,91298.26,365193.04,14,1372947.5
186,2025-09-27,20,Valentina,Sanchez Castro,61615516,1,9610,Chaqueta,XL,5,123591.68,617958.4,11,1403193.16
186,2025-09-27,20,Valentina,Sanchez Castro,61615516,2,7716,Sudadera,L,6,130872.46,785234.76,11,1403193.16
189,2025-11-01,19,Natalia,Rojas Torres,85637973,1,4558,Zapatos,37,2,144217.87,288435.74,7,858871.93
189,2025-11-01,19,Natalia,Rojas Torres,85637973,2,8720,Zapatos,42,3,124933.17,374799.51,7,858871.93
189,2025-11-01,19,Natalia,Rojas Torres,85637973,3,9042,Vestido,L,2,97818.34,195636.68,7,858871.93
193,2025-12-09,4,Andres,Martinez Diaz,16792839,1,4097,Sudadera,XL,1,104832.31,104832.31,7,1008786.49
193,2025-12-09,4,Andres,Martinez Diaz,16792839,2,9508,Chaqueta,XL,6,150659.03,903954.18,7,1008786.49
194,2026-01-23,20,Valentina,Sanchez Castro,61615516,1,8229,Camiseta,XXL,4,56350.65,225402.6,7,394957.98
194,2026-01-23,20,Valentina,Sanchez Castro,61615516,2,5489,Gorra,Unica,2,30519.46,61038.92,7,394957.98
194,2026-01-23,20,Valentina,Sanchez Castro,61615516,3,7491,Vestido,XL,1,108516.46,108516.46,7,394957.98
195,2025-12-15,4,Andres,Martinez Diaz,16792839,1,7224,Pantalon,30,2,84008.96,168017.92,17,1856500.65
195,2025-12-15,4,Andres,Martinez Diaz,16792839,2,9827,Chaqueta,XXL,4,126029.34,504117.36,17,1856500.65
195,2025-12-15,4,Andres,Martinez Diaz,16792839,3,4942,Chaqueta,XXL,5,131143.87,655719.35,17,1856500.65
195,2025-12-15,4,Andres,Martinez Diaz,16792839,4,8622,Pantalon,36,6,88107.67,528646.02,17,1856500.65
196,2025-10-03,14,Daniela,Torres Quadros,28884941,1,6600,Chaqueta,XL,2,103761.48,207522.96,4,443899.46
196,2025-10-03,14,Daniela,Torres Quadros,28884941,2,6164,Chaqueta,XXL,1,110957.93,110957.93,4,443899.46
196,2025-10-03,14,Daniela,Torres Quadros,28884941,3,4193,Sudadera,L,1,125418.57,125418.57,4,443899.46
199,2026-03-18,5,Pedro,Mendoza Navarro,95722555,1,3711,Camiseta,S,2,42940.7,85881.4,14,1125106.96
199,2026-03-18,5,Pedro,Mendoza Navarro,95722555,2,7856,Zapatos,40,3,135766.76,407300.28,14,1125106.96
199,2026-03-18,5,Pedro,Mendoza Navarro,95722555,3,8720,Pantalon,32,5,89980.37,449901.85,14,1125106.96
199,2026-03-18,5,Pedro,Mendoza Navarro,95722555,4,8080,Gorra,Unica,3,25916.53,77749.59,14,1125106.96
199,2026-03-18,5,Pedro,Mendoza Navarro,95722555,5,1323,Pantalon,36,1,104273.84,104273.84,14,1125106.96
200,2025-10-08,21,Pedro,Mendoza Sanchez,82192051,1,1472,Camiseta,XL,3,51045.43,153136.29,4,199102.17
200,2025-10-08,21,Pedro,Mendoza Sanchez,82192051,2,9271,Camiseta,L,1,45965.88,45965.88,4,199102.17
